attack,defense,hp,iconPokemon,id,name,spAttack,spDefense,speed,total,typePokemon
90,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/ariados.png,0168,Ariados,60,70,40,400,"Bug,Poison"
90,80,85,https://img.pokemondb.net/sprites/sword-shield/icon/crobat.png,0169,Crobat,70,80,130,535,"Poison,Flying"
38,38,75,https://img.pokemondb.net/sprites/sword-shield/icon/chinchou.png,0170,Chinchou,56,56,67,330,"Water,Electric"
58,58,125,https://img.pokemondb.net/sprites/sword-shield/icon/lanturn.png,0171,Lanturn,76,76,67,460,"Water,Electric"
40,15,20,https://img.pokemondb.net/sprites/sword-shield/icon/pichu.png,0172,Pichu,35,35,60,205,Electric
25,28,50,https://img.pokemondb.net/sprites/sword-shield/icon/cleffa.png,0173,Cleffa,45,55,15,218,Fairy
30,15,90,https://img.pokemondb.net/sprites/sword-shield/icon/igglybuff.png,0174,Igglybuff,40,20,15,210,"Normal,Fairy"
20,65,35,https://img.pokemondb.net/sprites/sword-shield/icon/togepi.png,0175,Togepi,40,65,20,245,Fairy
40,85,55,https://img.pokemondb.net/sprites/sword-shield/icon/togetic.png,0176,Togetic,80,105,40,405,"Fairy,Flying"
50,45,40,https://img.pokemondb.net/sprites/sword-shield/icon/natu.png,0177,Natu,70,45,70,320,"Psychic,Flying"
75,70,65,https://img.pokemondb.net/sprites/sword-shield/icon/xatu.png,0178,Xatu,95,70,95,470,"Psychic,Flying"
40,40,55,https://img.pokemondb.net/sprites/sword-shield/icon/mareep.png,0179,Mareep,65,45,35,280,Electric
55,55,70,https://img.pokemondb.net/sprites/sword-shield/icon/flaaffy.png,0180,Flaaffy,80,60,45,365,Electric
75,85,90,https://img.pokemondb.net/sprites/sword-shield/icon/ampharos.png,0181,Ampharos,115,90,55,510,Electric
95,105,90,https://img.pokemondb.net/sprites/sword-shield/icon/ampharos-mega.png,0181,Ampharos,165,110,45,610,"Electric,Dragon"
80,95,75,https://img.pokemondb.net/sprites/sword-shield/icon/bellossom.png,0182,Bellossom,90,100,50,490,Grass
20,50,70,https://img.pokemondb.net/sprites/sword-shield/icon/marill.png,0183,Marill,20,50,40,250,"Water,Fairy"
50,80,100,https://img.pokemondb.net/sprites/sword-shield/icon/azumarill.png,0184,Azumarill,60,80,50,420,"Water,Fairy"
100,115,70,https://img.pokemondb.net/sprites/sword-shield/icon/sudowoodo.png,0185,Sudowoodo,30,65,30,410,Rock
75,75,90,https://img.pokemondb.net/sprites/sword-shield/icon/politoed.png,0186,Politoed,90,100,70,500,Water
35,40,35,https://img.pokemondb.net/sprites/sword-shield/icon/hoppip.png,0187,Hoppip,35,55,50,250,"Grass,Flying"
45,50,55,https://img.pokemondb.net/sprites/sword-shield/icon/skiploom.png,0188,Skiploom,45,65,80,340,"Grass,Flying"
55,70,75,https://img.pokemondb.net/sprites/sword-shield/icon/jumpluff.png,0189,Jumpluff,55,95,110,460,"Grass,Flying"
70,55,55,https://img.pokemondb.net/sprites/sword-shield/icon/aipom.png,0190,Aipom,40,55,85,360,Normal
30,30,30,https://img.pokemondb.net/sprites/sword-shield/icon/sunkern.png,0191,Sunkern,30,30,30,180,Grass
75,55,75,https://img.pokemondb.net/sprites/sword-shield/icon/sunflora.png,0192,Sunflora,105,85,30,425,Grass
65,45,65,https://img.pokemondb.net/sprites/sword-shield/icon/yanma.png,0193,Yanma,75,45,95,390,"Bug,Flying"
45,45,55,https://img.pokemondb.net/sprites/sword-shield/icon/wooper.png,0194,Wooper,25,25,15,210,"Water,Ground"
45,45,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/wooper-paldean.png,0194,Wooper,25,25,15,210,"Poison,Ground"
85,85,95,https://img.pokemondb.net/sprites/sword-shield/icon/quagsire.png,0195,Quagsire,65,65,35,430,"Water,Ground"
65,60,65,https://img.pokemondb.net/sprites/sword-shield/icon/espeon.png,0196,Espeon,130,95,110,525,Psychic
65,110,95,https://img.pokemondb.net/sprites/sword-shield/icon/umbreon.png,0197,Umbreon,60,130,65,525,Dark
85,42,60,https://img.pokemondb.net/sprites/sword-shield/icon/murkrow.png,0198,Murkrow,85,42,91,405,"Dark,Flying"
75,80,95,https://img.pokemondb.net/sprites/sword-shield/icon/slowking.png,0199,Slowking,100,110,30,490,"Water,Psychic"
65,80,95,https://img.pokemondb.net/sprites/sword-shield/icon/slowking-galarian.png,0199,Slowking,110,110,30,490,"Poison,Psychic"
60,60,60,https://img.pokemondb.net/sprites/sword-shield/icon/misdreavus.png,0200,Misdreavus,85,85,85,435,Ghost
72,48,48,https://img.pokemondb.net/sprites/sword-shield/icon/unown.png,0201,Unown,72,48,48,336,Psychic
33,58,190,https://img.pokemondb.net/sprites/sword-shield/icon/wobbuffet.png,0202,Wobbuffet,33,58,33,405,Psychic
80,65,70,https://img.pokemondb.net/sprites/sword-shield/icon/girafarig.png,0203,Girafarig,90,65,85,455,"Normal,Psychic"
65,90,50,https://img.pokemondb.net/sprites/sword-shield/icon/pineco.png,0204,Pineco,35,35,15,290,Bug
90,140,75,https://img.pokemondb.net/sprites/sword-shield/icon/forretress.png,0205,Forretress,60,60,40,465,"Bug,Steel"
70,70,100,https://img.pokemondb.net/sprites/sword-shield/icon/dunsparce.png,0206,Dunsparce,65,65,45,415,Normal
75,105,65,https://img.pokemondb.net/sprites/sword-shield/icon/gligar.png,0207,Gligar,35,65,85,430,"Ground,Flying"
85,200,75,https://img.pokemondb.net/sprites/sword-shield/icon/steelix.png,0208,Steelix,55,65,30,510,"Steel,Ground"
125,230,75,https://img.pokemondb.net/sprites/sword-shield/icon/steelix-mega.png,0208,Steelix,55,95,30,610,"Steel,Ground"
80,50,60,https://img.pokemondb.net/sprites/sword-shield/icon/snubbull.png,0209,Snubbull,40,40,30,300,Fairy
120,75,90,https://img.pokemondb.net/sprites/sword-shield/icon/granbull.png,0210,Granbull,60,60,45,450,Fairy
95,85,65,https://img.pokemondb.net/sprites/sword-shield/icon/qwilfish.png,0211,Qwilfish,55,55,85,440,"Water,Poison"
95,85,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/qwilfish-hisuian.png,0211,Qwilfish,55,55,85,440,"Dark,Poison"
130,100,70,https://img.pokemondb.net/sprites/sword-shield/icon/scizor.png,0212,Scizor,55,80,65,500,"Bug,Steel"
150,140,70,https://img.pokemondb.net/sprites/sword-shield/icon/scizor-mega.png,0212,Scizor,65,100,75,600,"Bug,Steel"
10,230,20,https://img.pokemondb.net/sprites/sword-shield/icon/shuckle.png,0213,Shuckle,10,230,5,505,"Bug,Rock"
125,75,80,https://img.pokemondb.net/sprites/sword-shield/icon/heracross.png,0214,Heracross,40,95,85,500,"Bug,Fighting"
185,115,80,https://img.pokemondb.net/sprites/sword-shield/icon/heracross-mega.png,0214,Heracross,40,105,75,600,"Bug,Fighting"
95,55,55,https://img.pokemondb.net/sprites/sword-shield/icon/sneasel.png,0215,Sneasel,35,75,115,430,"Dark,Ice"
95,55,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/sneasel-hisuian.png,0215,Sneasel,35,75,115,430,"Fighting,Poison"
80,50,60,https://img.pokemondb.net/sprites/sword-shield/icon/teddiursa.png,0216,Teddiursa,50,50,40,330,Normal
130,75,90,https://img.pokemondb.net/sprites/sword-shield/icon/ursaring.png,0217,Ursaring,75,75,55,500,Normal
40,40,40,https://img.pokemondb.net/sprites/sword-shield/icon/slugma.png,0218,Slugma,70,40,20,250,Fire
50,120,60,https://img.pokemondb.net/sprites/sword-shield/icon/magcargo.png,0219,Magcargo,90,80,30,430,"Fire,Rock"
50,40,50,https://img.pokemondb.net/sprites/sword-shield/icon/swinub.png,0220,Swinub,30,30,50,250,"Ice,Ground"
100,80,100,https://img.pokemondb.net/sprites/sword-shield/icon/piloswine.png,0221,Piloswine,60,60,50,450,"Ice,Ground"
55,95,65,https://img.pokemondb.net/sprites/sword-shield/icon/corsola.png,0222,Corsola,65,95,35,410,"Water,Rock"
55,100,60,https://img.pokemondb.net/sprites/sword-shield/icon/corsola-galarian.png,0222,Corsola,65,100,30,410,Ghost
65,35,35,https://img.pokemondb.net/sprites/sword-shield/icon/remoraid.png,0223,Remoraid,65,35,65,300,Water
105,75,75,https://img.pokemondb.net/sprites/sword-shield/icon/octillery.png,0224,Octillery,105,75,45,480,Water
55,45,45,https://img.pokemondb.net/sprites/sword-shield/icon/delibird.png,0225,Delibird,65,45,75,330,"Ice,Flying"
40,70,85,https://img.pokemondb.net/sprites/sword-shield/icon/mantine.png,0226,Mantine,80,140,70,485,"Water,Flying"
80,140,65,https://img.pokemondb.net/sprites/sword-shield/icon/skarmory.png,0227,Skarmory,40,70,70,465,"Steel,Flying"
60,30,45,https://img.pokemondb.net/sprites/sword-shield/icon/houndour.png,0228,Houndour,80,50,65,330,"Dark,Fire"
90,50,75,https://img.pokemondb.net/sprites/sword-shield/icon/houndoom.png,0229,Houndoom,110,80,95,500,"Dark,Fire"
90,90,75,https://img.pokemondb.net/sprites/sword-shield/icon/houndoom-mega.png,0229,Houndoom,140,90,115,600,"Dark,Fire"
95,95,75,https://img.pokemondb.net/sprites/sword-shield/icon/kingdra.png,0230,Kingdra,95,95,85,540,"Water,Dragon"
60,60,90,https://img.pokemondb.net/sprites/sword-shield/icon/phanpy.png,0231,Phanpy,40,40,40,330,Ground
120,120,90,https://img.pokemondb.net/sprites/sword-shield/icon/donphan.png,0232,Donphan,60,60,50,500,Ground
80,90,85,https://img.pokemondb.net/sprites/sword-shield/icon/porygon2.png,0233,Porygon2,105,95,60,515,Normal
95,62,73,https://img.pokemondb.net/sprites/sword-shield/icon/stantler.png,0234,Stantler,85,65,85,465,Normal
20,35,55,https://img.pokemondb.net/sprites/sword-shield/icon/smeargle.png,0235,Smeargle,20,45,75,250,Normal
35,35,35,https://img.pokemondb.net/sprites/sword-shield/icon/tyrogue.png,0236,Tyrogue,35,35,35,210,Fighting
95,95,50,https://img.pokemondb.net/sprites/sword-shield/icon/hitmontop.png,0237,Hitmontop,35,110,70,455,Fighting
30,15,45,https://img.pokemondb.net/sprites/sword-shield/icon/smoochum.png,0238,Smoochum,85,65,65,305,"Ice,Psychic"
63,37,45,https://img.pokemondb.net/sprites/sword-shield/icon/elekid.png,0239,Elekid,65,55,95,360,Electric
75,37,45,https://img.pokemondb.net/sprites/sword-shield/icon/magby.png,0240,Magby,70,55,83,365,Fire
80,105,95,https://img.pokemondb.net/sprites/sword-shield/icon/miltank.png,0241,Miltank,40,70,100,490,Normal
10,10,255,https://img.pokemondb.net/sprites/sword-shield/icon/blissey.png,0242,Blissey,75,135,55,540,Normal
85,75,90,https://img.pokemondb.net/sprites/sword-shield/icon/raikou.png,0243,Raikou,115,100,115,580,Electric
115,85,115,https://img.pokemondb.net/sprites/sword-shield/icon/entei.png,0244,Entei,90,75,100,580,Fire
75,115,100,https://img.pokemondb.net/sprites/sword-shield/icon/suicune.png,0245,Suicune,90,115,85,580,Water
64,50,50,https://img.pokemondb.net/sprites/sword-shield/icon/larvitar.png,0246,Larvitar,45,50,41,300,"Rock,Ground"
84,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/pupitar.png,0247,Pupitar,65,70,51,410,"Rock,Ground"
134,110,100,https://img.pokemondb.net/sprites/sword-shield/icon/tyranitar.png,0248,Tyranitar,95,100,61,600,"Rock,Dark"
164,150,100,https://img.pokemondb.net/sprites/sword-shield/icon/tyranitar-mega.png,0248,Tyranitar,95,120,71,700,"Rock,Dark"
90,130,106,https://img.pokemondb.net/sprites/sword-shield/icon/lugia.png,0249,Lugia,90,154,110,680,"Psychic,Flying"
130,90,106,https://img.pokemondb.net/sprites/sword-shield/icon/ho-oh.png,0250,Ho-oh,110,154,90,680,"Fire,Flying"
100,100,100,https://img.pokemondb.net/sprites/sword-shield/icon/celebi.png,0251,Celebi,100,100,100,600,"Psychic,Grass"
45,35,40,https://img.pokemondb.net/sprites/sword-shield/icon/treecko.png,0252,Treecko,65,55,70,310,Grass
65,45,50,https://img.pokemondb.net/sprites/sword-shield/icon/grovyle.png,0253,Grovyle,85,65,95,405,Grass
85,65,70,https://img.pokemondb.net/sprites/sword-shield/icon/sceptile.png,0254,Sceptile,105,85,120,530,Grass
110,75,70,https://img.pokemondb.net/sprites/sword-shield/icon/sceptile-mega.png,0254,Sceptile,145,85,145,630,"Grass,Dragon"
60,40,45,https://img.pokemondb.net/sprites/sword-shield/icon/torchic.png,0255,Torchic,70,50,45,310,Fire
85,60,60,https://img.pokemondb.net/sprites/sword-shield/icon/combusken.png,0256,Combusken,85,60,55,405,"Fire,Fighting"
120,70,80,https://img.pokemondb.net/sprites/sword-shield/icon/blaziken.png,0257,Blaziken,110,70,80,530,"Fire,Fighting"
160,80,80,https://img.pokemondb.net/sprites/sword-shield/icon/blaziken-mega.png,0257,Blaziken,130,80,100,630,"Fire,Fighting"
70,50,50,https://img.pokemondb.net/sprites/sword-shield/icon/mudkip.png,0258,Mudkip,50,50,40,310,Water
85,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/marshtomp.png,0259,Marshtomp,60,70,50,405,"Water,Ground"
110,90,100,https://img.pokemondb.net/sprites/sword-shield/icon/swampert.png,0260,Swampert,85,90,60,535,"Water,Ground"
150,110,100,https://img.pokemondb.net/sprites/sword-shield/icon/swampert-mega.png,0260,Swampert,95,110,70,635,"Water,Ground"
55,35,35,https://img.pokemondb.net/sprites/sword-shield/icon/poochyena.png,0261,Poochyena,30,30,35,220,Dark
90,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/mightyena.png,0262,Mightyena,60,60,70,420,Dark
30,41,38,https://img.pokemondb.net/sprites/sword-shield/icon/zigzagoon.png,0263,Zigzagoon,30,41,60,240,Normal
30,41,38,https://img.pokemondb.net/sprites/sword-shield/icon/zigzagoon-galarian.png,0263,Zigzagoon,30,41,60,240,"Dark,Normal"
70,61,78,https://img.pokemondb.net/sprites/sword-shield/icon/linoone.png,0264,Linoone,50,61,100,420,Normal
70,61,78,https://img.pokemondb.net/sprites/sword-shield/icon/linoone-galarian.png,0264,Linoone,50,61,100,420,"Dark,Normal"
45,35,45,https://img.pokemondb.net/sprites/sword-shield/icon/wurmple.png,0265,Wurmple,20,30,20,195,Bug
35,55,50,https://img.pokemondb.net/sprites/sword-shield/icon/silcoon.png,0266,Silcoon,25,25,15,205,Bug
70,50,60,https://img.pokemondb.net/sprites/sword-shield/icon/beautifly.png,0267,Beautifly,100,50,65,395,"Bug,Flying"
35,55,50,https://img.pokemondb.net/sprites/sword-shield/icon/cascoon.png,0268,Cascoon,25,25,15,205,Bug
50,70,60,https://img.pokemondb.net/sprites/sword-shield/icon/dustox.png,0269,Dustox,50,90,65,385,"Bug,Poison"
30,30,40,https://img.pokemondb.net/sprites/sword-shield/icon/lotad.png,0270,Lotad,40,50,30,220,"Water,Grass"
50,50,60,https://img.pokemondb.net/sprites/sword-shield/icon/lombre.png,0271,Lombre,60,70,50,340,"Water,Grass"
70,70,80,https://img.pokemondb.net/sprites/sword-shield/icon/ludicolo.png,0272,Ludicolo,90,100,70,480,"Water,Grass"
40,50,40,https://img.pokemondb.net/sprites/sword-shield/icon/seedot.png,0273,Seedot,30,30,30,220,Grass
70,40,70,https://img.pokemondb.net/sprites/sword-shield/icon/nuzleaf.png,0274,Nuzleaf,60,40,60,340,"Grass,Dark"
100,60,90,https://img.pokemondb.net/sprites/sword-shield/icon/shiftry.png,0275,Shiftry,90,60,80,480,"Grass,Dark"
55,30,40,https://img.pokemondb.net/sprites/sword-shield/icon/taillow.png,0276,Taillow,30,30,85,270,"Normal,Flying"
85,60,60,https://img.pokemondb.net/sprites/sword-shield/icon/swellow.png,0277,Swellow,75,50,125,455,"Normal,Flying"
30,30,40,https://img.pokemondb.net/sprites/sword-shield/icon/wingull.png,0278,Wingull,55,30,85,270,"Water,Flying"
50,100,60,https://img.pokemondb.net/sprites/sword-shield/icon/pelipper.png,0279,Pelipper,95,70,65,440,"Water,Flying"
25,25,28,https://img.pokemondb.net/sprites/sword-shield/icon/ralts.png,0280,Ralts,45,35,40,198,"Psychic,Fairy"
35,35,38,https://img.pokemondb.net/sprites/sword-shield/icon/kirlia.png,0281,Kirlia,65,55,50,278,"Psychic,Fairy"
65,65,68,https://img.pokemondb.net/sprites/sword-shield/icon/gardevoir.png,0282,Gardevoir,125,115,80,518,"Psychic,Fairy"
85,65,68,https://img.pokemondb.net/sprites/sword-shield/icon/gardevoir-mega.png,0282,Gardevoir,165,135,100,618,"Psychic,Fairy"
30,32,40,https://img.pokemondb.net/sprites/sword-shield/icon/surskit.png,0283,Surskit,50,52,65,269,"Bug,Water"
60,62,70,https://img.pokemondb.net/sprites/sword-shield/icon/masquerain.png,0284,Masquerain,100,82,80,454,"Bug,Flying"
40,60,60,https://img.pokemondb.net/sprites/sword-shield/icon/shroomish.png,0285,Shroomish,40,60,35,295,Grass
130,80,60,https://img.pokemondb.net/sprites/sword-shield/icon/breloom.png,0286,Breloom,60,60,70,460,"Grass,Fighting"
60,60,60,https://img.pokemondb.net/sprites/sword-shield/icon/slakoth.png,0287,Slakoth,35,35,30,280,Normal
80,80,80,https://img.pokemondb.net/sprites/sword-shield/icon/vigoroth.png,0288,Vigoroth,55,55,90,440,Normal
160,100,150,https://img.pokemondb.net/sprites/sword-shield/icon/slaking.png,0289,Slaking,95,65,100,670,Normal
45,90,31,https://img.pokemondb.net/sprites/sword-shield/icon/nincada.png,0290,Nincada,30,30,40,266,"Bug,Ground"
90,45,61,https://img.pokemondb.net/sprites/sword-shield/icon/ninjask.png,0291,Ninjask,50,50,160,456,"Bug,Flying"
90,45,1,https://img.pokemondb.net/sprites/sword-shield/icon/shedinja.png,0292,Shedinja,30,30,40,236,"Bug,Ghost"
51,23,64,https://img.pokemondb.net/sprites/sword-shield/icon/whismur.png,0293,Whismur,51,23,28,240,Normal
71,43,84,https://img.pokemondb.net/sprites/sword-shield/icon/loudred.png,0294,Loudred,71,43,48,360,Normal
91,63,104,https://img.pokemondb.net/sprites/sword-shield/icon/exploud.png,0295,Exploud,91,73,68,490,Normal
60,30,72,https://img.pokemondb.net/sprites/sword-shield/icon/makuhita.png,0296,Makuhita,20,30,25,237,Fighting
120,60,144,https://img.pokemondb.net/sprites/sword-shield/icon/hariyama.png,0297,Hariyama,40,60,50,474,Fighting
20,40,50,https://img.pokemondb.net/sprites/sword-shield/icon/azurill.png,0298,Azurill,20,40,20,190,"Normal,Fairy"
45,135,30,https://img.pokemondb.net/sprites/sword-shield/icon/nosepass.png,0299,Nosepass,45,90,30,375,Rock
45,45,50,https://img.pokemondb.net/sprites/sword-shield/icon/skitty.png,0300,Skitty,35,35,50,260,Normal
65,65,70,https://img.pokemondb.net/sprites/sword-shield/icon/delcatty.png,0301,Delcatty,55,55,90,400,Normal
75,75,50,https://img.pokemondb.net/sprites/sword-shield/icon/sableye.png,0302,Sableye,65,65,50,380,"Dark,Ghost"
85,125,50,https://img.pokemondb.net/sprites/sword-shield/icon/sableye-mega.png,0302,Sableye,85,115,20,480,"Dark,Ghost"
85,85,50,https://img.pokemondb.net/sprites/sword-shield/icon/mawile.png,0303,Mawile,55,55,50,380,"Steel,Fairy"
105,125,50,https://img.pokemondb.net/sprites/sword-shield/icon/mawile-mega.png,0303,Mawile,55,95,50,480,"Steel,Fairy"
70,100,50,https://img.pokemondb.net/sprites/sword-shield/icon/aron.png,0304,Aron,40,40,30,330,"Steel,Rock"
90,140,60,https://img.pokemondb.net/sprites/sword-shield/icon/lairon.png,0305,Lairon,50,50,40,430,"Steel,Rock"
110,180,70,https://img.pokemondb.net/sprites/sword-shield/icon/aggron.png,0306,Aggron,60,60,50,530,"Steel,Rock"
140,230,70,https://img.pokemondb.net/sprites/sword-shield/icon/aggron-mega.png,0306,Aggron,60,80,50,630,Steel
40,55,30,https://img.pokemondb.net/sprites/sword-shield/icon/meditite.png,0307,Meditite,40,55,60,280,"Fighting,Psychic"
60,75,60,https://img.pokemondb.net/sprites/sword-shield/icon/medicham.png,0308,Medicham,60,75,80,410,"Fighting,Psychic"
100,85,60,https://img.pokemondb.net/sprites/sword-shield/icon/medicham-mega.png,0308,Medicham,80,85,100,510,"Fighting,Psychic"
45,40,40,https://img.pokemondb.net/sprites/sword-shield/icon/electrike.png,0309,Electrike,65,40,65,295,Electric
75,60,70,https://img.pokemondb.net/sprites/sword-shield/icon/manectric.png,0310,Manectric,105,60,105,475,Electric
75,80,70,https://img.pokemondb.net/sprites/sword-shield/icon/manectric-mega.png,0310,Manectric,135,80,135,575,Electric
50,40,60,https://img.pokemondb.net/sprites/sword-shield/icon/plusle.png,0311,Plusle,85,75,95,405,Electric
40,50,60,https://img.pokemondb.net/sprites/sword-shield/icon/minun.png,0312,Minun,75,85,95,405,Electric
73,75,65,https://img.pokemondb.net/sprites/sword-shield/icon/volbeat.png,0313,Volbeat,47,85,85,430,Bug
47,75,65,https://img.pokemondb.net/sprites/sword-shield/icon/illumise.png,0314,Illumise,73,85,85,430,Bug
60,45,50,https://img.pokemondb.net/sprites/sword-shield/icon/roselia.png,0315,Roselia,100,80,65,400,"Grass,Poison"
43,53,70,https://img.pokemondb.net/sprites/sword-shield/icon/gulpin.png,0316,Gulpin,43,53,40,302,Poison
73,83,100,https://img.pokemondb.net/sprites/sword-shield/icon/swalot.png,0317,Swalot,73,83,55,467,Poison
90,20,45,https://img.pokemondb.net/sprites/sword-shield/icon/carvanha.png,0318,Carvanha,65,20,65,305,"Water,Dark"
120,40,70,https://img.pokemondb.net/sprites/sword-shield/icon/sharpedo.png,0319,Sharpedo,95,40,95,460,"Water,Dark"
140,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/sharpedo-mega.png,0319,Sharpedo,110,65,105,560,"Water,Dark"
70,35,130,https://img.pokemondb.net/sprites/sword-shield/icon/wailmer.png,0320,Wailmer,70,35,60,400,Water
90,45,170,https://img.pokemondb.net/sprites/sword-shield/icon/wailord.png,0321,Wailord,90,45,60,500,Water
60,40,60,https://img.pokemondb.net/sprites/sword-shield/icon/numel.png,0322,Numel,65,45,35,305,"Fire,Ground"
100,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/camerupt.png,0323,Camerupt,105,75,40,460,"Fire,Ground"
120,100,70,https://img.pokemondb.net/sprites/sword-shield/icon/camerupt-mega.png,0323,Camerupt,145,105,20,560,"Fire,Ground"
85,140,70,https://img.pokemondb.net/sprites/sword-shield/icon/torkoal.png,0324,Torkoal,85,70,20,470,Fire
25,35,60,https://img.pokemondb.net/sprites/sword-shield/icon/spoink.png,0325,Spoink,70,80,60,330,Psychic
45,65,80,https://img.pokemondb.net/sprites/sword-shield/icon/grumpig.png,0326,Grumpig,90,110,80,470,Psychic
60,60,60,https://img.pokemondb.net/sprites/sword-shield/icon/spinda.png,0327,Spinda,60,60,60,360,Normal
100,45,45,https://img.pokemondb.net/sprites/sword-shield/icon/trapinch.png,0328,Trapinch,45,45,10,290,Ground
70,50,50,https://img.pokemondb.net/sprites/sword-shield/icon/vibrava.png,0329,Vibrava,50,50,70,340,"Ground,Dragon"
100,80,80,https://img.pokemondb.net/sprites/sword-shield/icon/flygon.png,0330,Flygon,80,80,100,520,"Ground,Dragon"
85,40,50,https://img.pokemondb.net/sprites/sword-shield/icon/cacnea.png,0331,Cacnea,85,40,35,335,Grass
115,60,70,https://img.pokemondb.net/sprites/sword-shield/icon/cacturne.png,0332,Cacturne,115,60,55,475,"Grass,Dark"
40,60,45,https://img.pokemondb.net/sprites/sword-shield/icon/swablu.png,0333,Swablu,40,75,50,310,"Normal,Flying"
70,90,75,https://img.pokemondb.net/sprites/sword-shield/icon/altaria.png,0334,Altaria,70,105,80,490,"Dragon,Flying"
110,110,75,https://img.pokemondb.net/sprites/sword-shield/icon/altaria-mega.png,0334,Altaria,110,105,80,590,"Dragon,Fairy"
115,60,73,https://img.pokemondb.net/sprites/sword-shield/icon/zangoose.png,0335,Zangoose,60,60,90,458,Normal
100,60,73,https://img.pokemondb.net/sprites/sword-shield/icon/seviper.png,0336,Seviper,100,60,65,458,Poison
55,65,90,https://img.pokemondb.net/sprites/sword-shield/icon/lunatone.png,0337,Lunatone,95,85,70,460,"Rock,Psychic"
95,85,90,https://img.pokemondb.net/sprites/sword-shield/icon/solrock.png,0338,Solrock,55,65,70,460,"Rock,Psychic"
48,43,50,https://img.pokemondb.net/sprites/sword-shield/icon/barboach.png,0339,Barboach,46,41,60,288,"Water,Ground"
78,73,110,https://img.pokemondb.net/sprites/sword-shield/icon/whiscash.png,0340,Whiscash,76,71,60,468,"Water,Ground"
80,65,43,https://img.pokemondb.net/sprites/sword-shield/icon/corphish.png,0341,Corphish,50,35,35,308,Water
120,85,63,https://img.pokemondb.net/sprites/sword-shield/icon/crawdaunt.png,0342,Crawdaunt,90,55,55,468,"Water,Dark"
40,55,40,https://img.pokemondb.net/sprites/sword-shield/icon/baltoy.png,0343,Baltoy,40,70,55,300,"Ground,Psychic"
70,105,60,https://img.pokemondb.net/sprites/sword-shield/icon/claydol.png,0344,Claydol,70,120,75,500,"Ground,Psychic"
41,77,66,https://img.pokemondb.net/sprites/sword-shield/icon/lileep.png,0345,Lileep,61,87,23,355,"Rock,Grass"
81,97,86,https://img.pokemondb.net/sprites/sword-shield/icon/cradily.png,0346,Cradily,81,107,43,495,"Rock,Grass"
95,50,45,https://img.pokemondb.net/sprites/sword-shield/icon/anorith.png,0347,Anorith,40,50,75,355,"Rock,Bug"
125,100,75,https://img.pokemondb.net/sprites/sword-shield/icon/armaldo.png,0348,Armaldo,70,80,45,495,"Rock,Bug"
15,20,20,https://img.pokemondb.net/sprites/sword-shield/icon/feebas.png,0349,Feebas,10,55,80,200,Water
60,79,95,https://img.pokemondb.net/sprites/sword-shield/icon/milotic.png,0350,Milotic,100,125,81,540,Water
70,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/castform.png,0351,Castform,70,70,70,420,Normal
70,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/castform-sunny.png,0351,Castform,70,70,70,420,Fire
70,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/castform-rainy.png,0351,Castform,70,70,70,420,Water
70,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/castform-snowy.png,0351,Castform,70,70,70,420,Ice
90,70,60,https://img.pokemondb.net/sprites/sword-shield/icon/kecleon.png,0352,Kecleon,60,120,40,440,Normal
75,35,44,https://img.pokemondb.net/sprites/sword-shield/icon/shuppet.png,0353,Shuppet,63,33,45,295,Ghost
115,65,64,https://img.pokemondb.net/sprites/sword-shield/icon/banette.png,0354,Banette,83,63,65,455,Ghost
165,75,64,https://img.pokemondb.net/sprites/sword-shield/icon/banette-mega.png,0354,Banette,93,83,75,555,Ghost
40,90,20,https://img.pokemondb.net/sprites/sword-shield/icon/duskull.png,0355,Duskull,30,90,25,295,Ghost
70,130,40,https://img.pokemondb.net/sprites/sword-shield/icon/dusclops.png,0356,Dusclops,60,130,25,455,Ghost
68,83,99,https://img.pokemondb.net/sprites/sword-shield/icon/tropius.png,0357,Tropius,72,87,51,460,"Grass,Flying"
50,80,75,https://img.pokemondb.net/sprites/sword-shield/icon/chimecho.png,0358,Chimecho,95,90,65,455,Psychic
130,60,65,https://img.pokemondb.net/sprites/sword-shield/icon/absol.png,0359,Absol,75,60,75,465,Dark
150,60,65,https://img.pokemondb.net/sprites/sword-shield/icon/absol-mega.png,0359,Absol,115,60,115,565,Dark
23,48,95,https://img.pokemondb.net/sprites/sword-shield/icon/wynaut.png,0360,Wynaut,23,48,23,260,Psychic
50,50,50,https://img.pokemondb.net/sprites/sword-shield/icon/snorunt.png,0361,Snorunt,50,50,50,300,Ice
80,80,80,https://img.pokemondb.net/sprites/sword-shield/icon/glalie.png,0362,Glalie,80,80,80,480,Ice
